sourceId,posx,posy,posz,orw,orx,ory,orz,time
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.03
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.16
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.3
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.44
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.58
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.72
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.03
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.16
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.3
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.44
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.58
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.72
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,0.86
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,1
111,2.0335421562194824,1.0018134117126465,-3.3571527004241943,-0.4087159335613251,0.08238038420677185,-0.4389258027076721,-0.7959326505661011,1.14
